[10/May/2026:19:33:49 +0000] - 502 502 - GET http stat.soydan.fun "/" [Client 172.17.0.7] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "-"
[10/May/2026:19:38:02 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/containers/records?page=0&perPage=2000&fields=id%2Cname%2Cimage%2Cports%2Ccpu%2Cmemory%2Cnet%2Chealth%2Cstatus%2Csystem%2Cupdated&filter=system%3D%27617cutke47es2vf%27" [Client 172.17.0.7] [Length 3525] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:02 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/system_stats/records?page=1&perPage=500&skipTotal=1&filter=system%3D%27617cutke47es2vf%27%20%26%26%20created%20%3E%20%272026-05-10%2019%3A37%3A03%27%20%26%26%20type%3D%271m%27&fields=created%2Cstats&sort=created" [Client 172.17.0.7] [Length 438] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:02 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/container_stats/records?page=1&perPage=500&skipTotal=1&filter=system%3D%27617cutke47es2vf%27%20%26%26%20created%20%3E%20%272026-05-10%2019%3A37%3A03%27%20%26%26%20type%3D%271m%27&fields=created%2Cstats&sort=created" [Client 172.17.0.7] [Length 888] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:08 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/containers/logs?system=617cutke47es2vf&container=cd3db330b845" [Client 172.17.0.7] [Length 157] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:08 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/containers/info?system=617cutke47es2vf&container=cd3db330b845" [Client 172.17.0.7] [Length 6329] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/containers/logs?system=617cutke47es2vf&container=ec4f6a2e0e8c" [Client 172.17.0.7] [Length 15198] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/containers/info?system=617cutke47es2vf&container=ec4f6a2e0e8c" [Client 172.17.0.7] [Length 10484] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:22 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/containers/logs?system=617cutke47es2vf&container=ee41a735d0e3" [Client 172.17.0.7] [Length 31735] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:22 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/containers/info?system=617cutke47es2vf&container=ee41a735d0e3" [Client 172.17.0.7] [Length 7391] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/system/617cutke47es2vf"
[10/May/2026:19:38:34 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:38:36 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/smart"
[10/May/2026:19:38:36 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/smart_devices/records?page=1&perPage=500&skipTotal=1&fields=id%2Csystem%2Cname%2Cmodel%2Cstate%2Ccapacity%2Ctemp%2Ctype%2Chours%2Ccycles%2Cupdated" [Client 172.17.0.7] [Length 68] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/smart"
[10/May/2026:19:38:38 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/containers"
[10/May/2026:19:38:38 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/containers/records?page=0&perPage=2000&fields=id%2Cname%2Cimage%2Cports%2Ccpu%2Cmemory%2Cnet%2Chealth%2Cstatus%2Csystem%2Cupdated" [Client 172.17.0.7] [Length 3525] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/containers"
[10/May/2026:19:38:53 +0000] - 200 200 - GET http stat.soydan.fun "/_/" [Client 172.17.0.7] [Length 682] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:38:54 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_superusers/auth-methods?fields=mfa%2Cotp%2Cpassword%2Coauth2" [Client 172.17.0.7] [Length 173] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:00 +0000] - 200 200 - POST http stat.soydan.fun "/api/collections/_superusers/auth-with-password" [Client 172.17.0.7] [Length 476] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:00 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 984] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:00 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/meta/scaffolds" [Client 172.17.0.7] [Length 5164] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:00 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections?page=1&perPage=1000&skipTotal=1" [Client 172.17.0.7] [Length 44262] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:00 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 354] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:00 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:02 +0000] - 200 200 - GET http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 924] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:39:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/logs?page=1&perPage=50&sort=-%40rowid&skipTotal=1&filter=(data.auth!%3D%22_superusers%22)" [Client 172.17.0.7] [Length 5548] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/logs/stats?filter=(data.auth!%3D%22_superusers%22)" [Client 172.17.0.7] [Length 49] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/logs?page=1&perPage=50&sort=-%40rowid&skipTotal=1&filter=(data.auth!%3D%22_superusers%22)" [Client 172.17.0.7] [Length 5548] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:28 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:28 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/meta/scaffolds" [Client 172.17.0.7] [Length 5158] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:28 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections?page=1&perPage=1000&skipTotal=1" [Client 172.17.0.7] [Length 44262] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:28 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 354] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:28 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:33 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 87] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:33 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 10646] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:36 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/4afacsdnlu8q8r2/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:36 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/4afacsdnlu8q8r2/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=user&fields=*%2Cexpand.user.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 624] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:43 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3383022248/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 83] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:43 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3383022248/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=user&fields=*%2Cexpand.user.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 569] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:43 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/2hz5ncl8tizk5nx/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=users&fields=*%2Cexpand.users.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 738] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:43 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/2hz5ncl8tizk5nx/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:48 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3494996990/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:48 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3494996990/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:49 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/ej9oowivz8b2mht/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:49 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/ej9oowivz8b2mht/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 7232] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:54 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/ej9oowivz8b2mht/records/gpm6awig0nopcev" [Client 172.17.0.7] [Length 512] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:54 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/2hz5ncl8tizk5nx/records?page=1&perPage=100&skipTotal=1&filter=id%3D%22617cutke47es2vf%22&fields=*%2Cname%3Aexcerpt(200)%2Cstatus%3Aexcerpt(200)%2Chost%3Aexcerpt(200)%2Cport%3Aexcerpt(200)%2Cinfo%3Aexcerpt(200)%2Ccreated%3Aexcerpt(200)%2Cupdated%3Aexcerpt(200)&expand=" [Client 172.17.0.7] [Length 430] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:57 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_451525641/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:57 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_451525641/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=user%2Csystem&fields=*%2Cexpand.user.*%3Aexcerpt(200)%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:57 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3663931638/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 82] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:57 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3663931638/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 708] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:59 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 87] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:39:59 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 10646] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records/206d18f56314" [Client 172.17.0.7] [Length 281] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/2hz5ncl8tizk5nx/records?page=1&perPage=100&skipTotal=1&filter=id%3D%22617cutke47es2vf%22&fields=*%2Cname%3Aexcerpt(200)%2Cstatus%3Aexcerpt(200)%2Chost%3Aexcerpt(200)%2Cport%3Aexcerpt(200)%2Cinfo%3Aexcerpt(200)%2Ccreated%3Aexcerpt(200)%2Cupdated%3Aexcerpt(200)&expand=" [Client 172.17.0.7] [Length 430] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:11 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records?page=1&perPage=40&sort=-name&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 10619] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:12 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1864144027/records?page=1&perPage=40&sort=%2Bname&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 10626] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:18 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/juohu4jipgc13v7/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=system&fields=*%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 12103] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:18 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/juohu4jipgc13v7/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1697146157/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
